4.069230921372895438e+01,-3.134713128366110624e+01
6.600384323222627359e+01,-3.297527360554636289e+01
7.683710601232853321e+01,-2.588078571141659623e+01
3.264174545703846064e+01,-1.928809053608851087e+01
6.600598159006602828e+01,-3.279204265790495043e+01
5.125053131397899620e+01,-4.017977124126248611e+01
5.296675743512749079e+01,-3.954750474466808186e+01
5.107666602063956418e+01,-4.029882042437275658e+01
3.544446670731267091e+01,-2.428360849273234123e+01
7.353374335412117091e+01,-2.825792280326010442e+01
3.057626708624938772e+01,-1.211230337728182427e+01
3.616586686058140998e+01,-2.515290943758222397e+01
2.895967322506715291e+01,-8.018742969248599195e+00
4.584702387934800072e+01,-4.056193245905027567e+01
7.140655675167944594e+01,-2.932009717763294532e+01
4.377830280828902687e+01,-3.694674358428876815e+01
6.229966532095028953e+01,-3.497347450910651645e+01
3.807065508599218617e+01,-2.795827286925696598e+01
7.607556177400849151e+01,-2.659773929569016104e+01
3.086480281885383548e+01,-1.321633070292118717e+01
7.524692431549725313e+01,-2.684461509996965844e+01
4.537620482441746361e+01,-4.009666327338480585e+01
4.004467340919340756e+01,-3.001005110757604299e+01
3.819921200341484990e+01,-2.783769446893078481e+01
7.343400060509227956e+01,-2.825159619105386000e+01
5.756231924174737458e+01,-3.761570833521534496e+01
6.919847963637771215e+01,-3.109150384514128262e+01
3.064509237141297504e+01,-1.203623110459197143e+01
7.228557379777230096e+01,-2.881813289376782805e+01
3.256316877851016045e+01,-1.796444060610592430e+01
5.726728548630460125e+01,-3.759272941365667009e+01
5.465417426069797813e+01,-3.880433556290794428e+01
3.123386684926713386e+01,-1.395821384107775565e+01
6.196427447125402210e+01,-3.502135403496349397e+01
3.268965705782031961e+01,-1.812059048471896361e+01
7.018663364366891244e+01,-3.017373303254129269e+01
6.701662860034257108e+01,-3.225968424465170870e+01
6.175850598033801475e+01,-3.514004905055043793e+01
3.221380323180984107e+01,-1.690343282171396311e+01
7.271955907188996093e+01,-2.882943000227792041e+01
6.353340106775713281e+01,-3.463398565635455384e+01
4.913576175881458852e+01,-4.091038062203854508e+01
3.013924105148040766e+01,-1.044046593108255649e+01
3.712562306677471469e+01,-2.654327492548161160e+01
3.170967351763728459e+01,-1.623959694037133517e+01
6.578136327769334457e+01,-3.315380172801604175e+01
5.872185637876196296e+01,-3.696999193211062362e+01
6.635888052870714660e+01,-3.250847376551796231e+01
7.332507369720066492e+01,-2.830538311484529856e+01
4.610050465650414964e+01,-4.142252097056161375e+01
3.800311305337127266e+01,-2.760320312399488429e+01
3.910611672610302492e+01,-2.916263431256244232e+01
7.665037888308407332e+01,-2.619588110759823607e+01
3.052136874267473488e+01,-1.178700959490593014e+01
3.449856106113804088e+01,-2.216648308514433552e+01
6.992034944347899739e+01,-3.047304166387507252e+01
7.068730427186102361e+01,-2.989442067679446779e+01
4.400518058492192353e+01,-3.659410466210567847e+01
3.389327261370439714e+01,-2.128299400857079604e+01
5.710470396788942793e+01,-3.772927195332945871e+01
5.500432427065030083e+01,-3.875381532663461570e+01
3.263821289448451779e+01,-1.939650836689416735e+01
4.539469420754576134e+01,-4.029305171150328135e+01
7.368867700935405196e+01,-2.807334123335953180e+01
3.282197553759447572e+01,-1.991283187461056414e+01
3.738622954649396490e+01,-2.716589533202671092e+01
3.478453050762995957e+01,-2.310322582140180359e+01
3.734935637643972939e+01,-2.676343575879212722e+01
5.716556726994453896e+01,-3.755673417083060173e+01
7.554682241680890797e+01,-2.670072495963817261e+01
3.256400129453366077e+01,-1.800627748030298392e+01
4.478989137201810422e+01,-3.792508408709988288e+01
3.057711381770543113e+01,-1.319420480954550712e+01
6.676842994588662350e+01,-3.249854754390641176e+01
4.589522721662859794e+01,-4.089062324423480987e+01
6.612540334369974460e+01,-3.277736244244277941e+01
4.818764906593786890e+01,-4.133597218753204316e+01
2.831856742197189902e+01,-6.412641055943236523e+00
3.609588883978254614e+01,-2.548297353883098637e+01
3.656429071326483893e+01,-2.578745611258028703e+01
4.511607348550743524e+01,-3.963786390076875676e+01
4.185072146311149766e+01,-3.262870421621941830e+01
4.537594629228603793e+01,-4.046477198090255456e+01
6.438077128494694534e+01,-3.400264218532969807e+01
5.150797533361715352e+01,-4.000713989892744848e+01
4.387228540732230897e+01,-3.656265256417899678e+01
4.354865247379351700e+01,-3.529473863903583464e+01
3.970519855197636616e+01,-2.979086573056418530e+01
4.840952632826761715e+01,-4.120058275845916995e+01
4.623928932374771250e+01,-4.138942737400207506e+01
2.887627998093750392e+01,-7.513496168820967824e+00
4.983833054658427386e+01,-4.069057416640929148e+01
2.839724231648398600e+01,-7.185847465349155527e+00
2.862204859396318923e+01,-7.418364424300267324e+00
3.287878058520767866e+01,-2.026368878823128838e+01
4.028680147662387867e+01,-3.042702916653131240e+01
7.275660731754597066e+01,-2.866770887839077275e+01
7.599017956771868398e+01,-2.648976711407529905e+01
5.831531759574748008e+01,-3.714219966872507683e+01
3.258554907856345295e+01,-1.826942110336353409e+01
7.402058914378550014e+01,-2.785261001746104625e+01
5.198614990867285002e+01,-3.981731485244069546e+01
4.830631022068800462e+01,-4.118139442422470609e+01
4.359628983939884250e+01,-3.635019739943046346e+01
3.433085941150451248e+01,-2.149100715329748823e+01
3.198472260145553392e+01,-1.808223840887788825e+01
3.220738116884596991e+01,-1.784186089365479688e+01
7.280477356393370769e+01,-2.878240145690218910e+01
4.185275731255133280e+01,-3.264123576669828708e+01
4.252800642992109204e+01,-3.363977527968302184e+01
4.634876702354554112e+01,-4.131640495188035800e+01
5.075963403352102432e+01,-4.037849465562499773e+01
4.543522851059621814e+01,-4.060173903700948017e+01
5.727141089388253192e+01,-3.763982689307396612e+01
3.934838985494486963e+01,-2.933002599816541078e+01
6.457050196933357711e+01,-3.378245973328031226e+01
3.911811697091216189e+01,-2.916696983425842404e+01
6.373488570250067653e+01,-3.416956494708902170e+01
4.126743034677256361e+01,-3.149176619896154250e+01
5.521771481977727092e+01,-3.856780232191118074e+01
3.423103213852589732e+01,-2.176239531123498949e+01
4.676387225916457169e+01,-4.149182579137157489e+01
3.626340551889846608e+01,-2.560223092336881479e+01
4.587565201901093559e+01,-4.083667363507554171e+01
4.160335151986397051e+01,-3.204375756123328500e+01
7.474716650605603263e+01,-2.731521359181386188e+01
6.526976401818723161e+01,-3.349297492873010640e+01
3.935537509004679890e+01,-2.942541744669046011e+01
5.524750491357973203e+01,-3.860783765146300794e+01
3.570361364619746070e+01,-2.474968960315646882e+01
7.069084959598340845e+01,-2.999582796009811503e+01
3.590807500347516168e+01,-2.527279935418916779e+01
4.985330771712456510e+01,-4.076469454903332235e+01
2.785359856953238378e+01,-5.962118439347630527e+00
5.951173847565732444e+01,-3.655680633388600143e+01
6.374910212038138724e+01,-3.419159391590920904e+01
6.129231988783922702e+01,-3.565032484777685795e+01
6.672699577174692820e+01,-3.260351247218448378e+01
4.421569004918529799e+01,-3.741069579748165097e+01
3.303105919905883070e+01,-1.811947086636856241e+01
7.401745163405539074e+01,-2.787270154100339070e+01
3.445437966676372099e+01,-2.202557418623542418e+01
4.292874373283314782e+01,-3.488817060168938156e+01
3.232755735540066411e+01,-1.845937743534880227e+01
6.790612989665481791e+01,-3.184376113308672984e+01
5.792615287007077285e+01,-3.721410563730047727e+01
3.439281124059356642e+01,-2.202758662380353982e+01
3.174174591960487390e+01,-1.526795579429074756e+01
3.085829625496096895e+01,-1.272640128378557556e+01
5.601486491906355525e+01,-3.823225248698631162e+01
6.519024005499643692e+01,-3.355461068706057404e+01
3.175028732145676003e+01,-1.568077593119020996e+01
5.585770946671727444e+01,-3.825298759811190763e+01
3.122035393252858526e+01,-1.407902458956902692e+01
4.500473451677045489e+01,-3.951067186914894336e+01
6.958515373059623244e+01,-3.071246275409405868e+01
5.688245415732554733e+01,-3.784773573995271789e+01
3.214167409367108519e+01,-1.824071228783600773e+01
3.321103571962135703e+01,-2.002917560354839210e+01
7.415535605921179751e+01,-2.779642826819824108e+01
7.222986646247909448e+01,-2.888402021883784343e+01
3.417128819037147025e+01,-2.136501208427610976e+01
6.426234942475272760e+01,-3.404894927441054620e+01
3.825033669545663173e+01,-2.819288564548606146e+01
6.819239552161843676e+01,-3.166777261640619656e+01
3.772505276936567498e+01,-2.681285740831658515e+01
5.748734571681975325e+01,-3.741748463210703335e+01
6.278205673974399303e+01,-3.481741079527426308e+01
4.552593988611159403e+01,-3.963476639218145436e+01
3.149474188550899356e+01,-1.455752812094906368e+01
7.194857485511583661e+01,-2.928531226202780147e+01
3.377394815164005593e+01,-2.091212916194327676e+01
5.359504861579811319e+01,-3.928385517886476919e+01
4.113459486374001273e+01,-3.163338936344769081e+01
4.414364494018843033e+01,-3.691513534797823581e+01
2.785359856953238378e+01,-5.962118439347630527e+00
4.434492589821795150e+01,-3.757130623171798334e+01
4.591545007342993046e+01,-4.104715397113364617e+01
5.453741602367334451e+01,-3.888163826453857297e+01
7.148907864603478401e+01,-2.930204059511520143e+01
5.320133622404971163e+01,-3.942629551998685855e+01
6.777476252484397889e+01,-3.189355691442267471e+01
4.629821622235841971e+01,-4.117817824885847955e+01
7.324305484144019829e+01,-2.820178710975976344e+01
6.689486026488368964e+01,-3.232485609033214047e+01
5.642452454550873142e+01,-3.812324729459584916e+01
3.164125576741885837e+01,-1.688130075377217665e+01
7.458939611469676834e+01,-2.747206872066493588e+01
3.910554035075217172e+01,-2.940713775085807313e+01
4.274732751620986448e+01,-3.473266865689598148e+01
7.087778561484390139e+01,-2.986902154380830154e+01
6.625183853718924354e+01,-3.303243884298730393e+01
3.202011800341078640e+01,-1.762641697129661367e+01
3.159535133133659457e+01,-1.558824278323527857e+01
3.279322472072638561e+01,-1.971322570245446926e+01
3.616020473106811295e+01,-2.525487135242213910e+01
6.032959915930269545e+01,-3.622090374950523284e+01
4.453342830330541346e+01,-3.778063731263470970e+01
3.223355846436435002e+01,-1.761964783126038014e+01
7.359664790163319026e+01,-2.815751415208336184e+01
2.949775545146041011e+01,-9.196257200914802254e+00
3.362374790701595373e+01,-2.095341002933890451e+01
6.448417236418767118e+01,-3.376996703070013695e+01
4.324096053498141856e+01,-3.584404533552559968e+01
3.640157569114837344e+01,-2.586580088932009502e+01
3.727983600581292478e+01,-2.669068764542415551e+01
3.229723041543987705e+01,-1.787942884257271459e+01
3.019340878533720840e+01,-1.152721886323558564e+01
6.537570310559301845e+01,-3.348998171154843817e+01
6.631609643437801083e+01,-3.308696958009868894e+01
